movieId,id,Title,Year,Director(s),Actors,Genre(s),Type,Language(s),Countries,imdbRating,Soundtrack_URL,Soundtrack
31422,tt0368578,Are We There Yet?,2005,['Brian Levant'],"['Ice Cube', 'Nia Long', 'Aleisha Allen']","['Adventure', 'Comedy', 'Family']",['movie'],['English'],"['United States', 'Canada']",4.8,https://www.imdb.com/title/tt0368578/soundtrack,"['I Wanna Be Your Lover, Written by Prince (as Prince R. Nelson)', 'Here It Comes, Written by Ali Dee (as Ali Dee Theodore) and Vincent Alfieri', 'Ride Wit Me, Written by El DeBarge (as Eldra DeBarge), Randy DeBarge, Jason Epperson,', 'Get Ready, Written by Smokey Robinson (as William Robinson, Jr.)', 'The Hampster Dance Song, Written by Rob Deboer (as Robert DeBoer), Tony Grace (as Anthony Grace) and Roger Miller', 'What Up Gangsta, Written by 50 Cent (as Curtis James Jackson) and Rob Tewlow (as Robert F. Tewlow)', 'Time's Up, Written by Jadakiss (as Jason Phillips), Nate Dogg (as Nathanial D. Hale) and Scott Storch', 'Theme From Shaft, Written by Isaac Hayes', 'Respect, Written by Otis Redding', 'Telephone Blues, Written by Bruce Garnitz', 'Winter Wonderland, Written by Felix Bernard and Richard B. Smith (as Dick Smith)', 'Just a Gigolo, (Schöner Gigolo, armer Gigolo)']"
31424,tt0369226,Alone in the Dark,2005,['Uwe Boll'],"['Christian Slater', 'Tara Reid', 'Stephen Dorff']","['Action', 'Horror', 'Sci-Fi']",['movie'],['English'],"['Canada', 'Germany', 'United States']",2.4,https://www.imdb.com/title/tt0369226/soundtrack,"['Wish I Had an Angel, Performed by Nightwish', 'Ghost, Performed by Mnemic', 'Seven Seconds, Performed by Neneh Cherry and Youssou N'Dour', 'Peace of Mind, Performed by Angelzoom', 'Synthetic Generation, Performed by Deathstars', 'Ancient Ambience, Performed by The Supernatural Boogies']"
31427,tt0382077,Hide and Seek,2005,['John Polson'],"['Robert De Niro', 'Dakota Fanning', 'Famke Janssen']","['Horror', 'Mystery']",['movie'],['English'],"['Germany', 'United States']",5.9,https://www.imdb.com/title/tt0382077/soundtrack,"['Hush Little Baby, Courtesy of Sankyo Seiki Manufacturing Co., Ltd.', 'Pop a Cap, Written by Werner Tautz', 'Artifacts of the Black Rain, Written by Jesper Strömblad and Björn Gelotte', 'Set 'em Up Joe, Written by Werner Tautz', 'Swing Punch, Written by Heinz Kiessling', 'Future Girl, Written by Vince Jones and Barney McAll', 'Sax Kitten, Written by Carlos Diernhammer', 'The Shape, (uncredited)', 'Twice as Nice, Written by Werner Tautz', 'Hide and Seek, Written by John Ottman and Robert Kraft']"
31431,tt0357507,Boogeyman,2005,['Stephen Kay'],"['Barry Watson', 'Emily Deschanel', 'Lucy Lawless']","['Drama', 'Horror', 'Mystery']",['movie'],['English'],"['United States', 'New Zealand', 'Germany']",4.2,https://www.imdb.com/title/tt0357507/soundtrack,"['Jazzacuba, Written by Ali Dee (as Ali Theodore) and Zach Danziger', 'Bodega, Written by Ali Dee (as Ali Theodore) and Zach Danziger', 'Falling Home, Written by Dave Whitehead']"
31433,tt0372532,The Wedding Date,2005,['Clare Kilner'],"['Dermot Mulroney', 'Debra Messing', 'Jack Davenport']","['Comedy', 'Romance']",['movie'],['English'],"['United States', 'United Kingdom']",6.1,https://www.imdb.com/title/tt0372532/soundtrack,"['Breathless, Written by Andrea Corr, Caroline Corr, Jim Corr, Sharon Corr, and Mutt Lange (as Robert Lange)', 'I Want You to Dance With Me, Written by Amy Ward/Michael Terry', 'Serenade for Lovers, Written by John Arkell', 'Moonlight Waltz, Written by John Arkell', 'Grosvenor House, Written by Paul Williams (as Terry Day)', 'King's Road, Written by Michael Melvoin', 'The Lavender Room, Written by Dick Walter', 'When We Are Together, Written by Sharleen Spiteri and Johnny McElhone', 'Hot Swing, Written by Bruno Bertoli and Dominique Guiot', 'All Out of Love, Written by Clive Davis and Graham Russell', 'One Fine Day, Written by Gerry Goffin and Carole King', 'Boogie Shoes, Written by Harry Wayne Casey (as Harry Casey) and Richard Finch', 'Lovedance, Written by Dave Rogers and Paul Shaw', 'I Want You to Dance with Me, Written by Michael F. Terry and Amy N. Ward', 'I Got the Feeling, Written and Performed by James Brown', 'Secret, Composed by James Valentine (as Valentini), Adam Levine (as Levine), Mickey Madden (as Madden), Jesse Carmichael (as Carmichael), and Ryan Dusick (as Dusick)', 'Sway, Written by Luis Demetrio and Pablo Beltrán Ruiz', 'Home, Written by Michael Bublé, Alan Chang, and Amy Foster-Gillies (as Amy Foster Gillis)', 'Save the Last Dance for Me, Written by Doc Pomus and Mort Shuman', 'I Want You to Dance With Me, Written by Amy Ward/Michael Terry']"
31435,tt0417791,Rory O'Shea Was Here,2004,"[""Damien O'Donnell""]","['James McAvoy', 'Steven Robertson', 'Romola Garai']","['Comedy', 'Drama']",['movie'],['English'],"['United Kingdom', 'Ireland', 'France']",7.7,https://www.imdb.com/title/tt0417791/soundtrack,"['Frontier Psychiatrist, Written by Robbie Chater, Dexter Fabay, Bert Kaempfert, Herbert Rehbein, Darren Seltmann, Carl Sigman\', \'Desert Boots, Written by Donal Coghlan and Gerry Leonard\', \'Wild Bill\'s Circus Scene, Written by Fergus O\'Farrell and Malcolm MacClancy\', \'Alphabet Soup, Written by Brian Crosby, David Geraghty, Paul Noonan, Dominic Philips\', \'Club Grind, Written by Paul Dinletir\', \'Easy, Written by Sunshine Anderson, Andrew Cato (as Andy Cato), Tom Findlay (as Thomas Findlay) , Marc Cerrone, Don Ray\', \'Show Me the Way to Go Home, Written by Irving King and Hal Swain\', \'Hurt, Written by Trent Reznor (Nine Inch Nails)\', \'Bring the Poison, Written by Jyl Millard and David Rainger\', \'Walkaway, Written by Hanif/Mangat\', \'Za, Written by Gaz Coombes, Rob Coombes, Danny Goffey, Mick Quinn\', \'Subtext, Written by Harold Budd and John Foxx\', \'Angel, Written by Gavin Friday and Maurice Seezer (as Maurice Roycroft)\', \'The Whole World in His Hands, Written by traditional\', \'Look of Love, Written by Burt Bacharach and Hal David\', \'Praise the Lord, O My Soul, (From ""Vespers"" Op. 37)\', \'Beat for Two, Written by Guy Garvey, Richard Jupp, Craig Potter, Mark Potter, Pete Turner\', \'Prima Ballerina, Written by Traditional\', \'I Saw a Ship a Sailing, Written by Traditional\', \'Incidental Music, Written by Paul Reade']"
31437,tt0408664,Nobody Knows,2004,['Kore-eda Hirokazu'],"['Yûya Yagira', 'Ayu Kitaura', 'Hiei Kimura']",['Drama'],['movie'],['Japanese'],['Japan'],8.0,https://www.imdb.com/title/tt0408664/soundtrack,"['Houseki, Sung by Takako Tate']"
31445,tt0362590,Employee of the Month,2004,['Mitch Rouse'],"['Matt Dillon', 'Steve Zahn', 'Christina Applegate']","['Comedy', 'Drama']",['movie'],['English'],['United States'],6.1,https://www.imdb.com/title/tt0362590/soundtrack,"['Doing Time, Written by Doug DeAngelis and Kevin Dompe', 'Popster, Written by Tom Kane and Colin Baldry (as Collin Baldry)', 'Unsingable Name, Written by Mike Doughty (as Michael Doughty)', 'Fire Mountain, Written by Scott Rouse', 'I Can Walk In Your Mind, Written by Dan Black', 'Love Song, Written by John Ondrasik', 'Springclean, Written by James Clark', 'Pazoo Kids, Written by Rick Rhodes', 'Devil, Written by Dan Black and Robert Johnson', 'So Hard, Written by Lloyd Neal, Andy Kearton, Dean Hughes, Lee Chambers and Rich Gutierrez', 'They Came In, Written by Gibby Haynes (as Jerome Gibson Haynes)', 'Impromptu Op.143 No.3, Written by Franz Schubert', 'Booty Train, Written by Scott Rouse', 'Amber's Theme, Written by Scott Rouse', 'Philosophy (The Remix), Written by Scott Rouse', 'The Lunch Function, Written by Paul Cassella and Austin Hall']"
31553,tt0106761,Double Dragon,1994,['James Yukich'],"['Robert Patrick', 'Mark Dacascos', 'Scott Wolf']","['Action', 'Adventure', 'Comedy']",['movie'],['English'],"['United States', 'France', 'Denmark']",3.9,https://www.imdb.com/title/tt0106761/soundtrack,"['I Remember, Written by Coolio (as Artis Ivey Jr.)', 'Green Mind, Written by Sean Carlin / Jer Herring / Rob Lightbody', 'Love Will Shine On Me, Written by Michael Lattanzi', '100% Pure Love, Written by Theodore Douglas / Walter Davis / Jay Steinhour / Crystal Waters', 'What I Need, Written by Richard Payton / Douglas Smith / Crystal Waters', 'Say You're Gonna Stay, Written by James Labrit / Larry Labrit / Kevin Oliphant / Darryl D'Bonneau', 'Girls and Boys, Written by Jessie Velez / Don Colon / Bradley Kerr / Gavin Williams', 'Dream About You, Written by Max D'Allesandro / Tolga Katas', 'All Together Now, Written by Peter Hooten / Steven Grimes']"
31610,tt0363290,Purple Butterfly,2003,['Ye Lou'],"['Ziyi Zhang', 'Tôru Nakamura', 'Ye Liu']","['Drama', 'History', 'War']",['movie'],"['Mandarin', 'Japanese', 'Vietnamese']","['China', 'France']",6.1,https://www.imdb.com/title/tt0363290/soundtrack,"['Could Not Get Your Love, Written by Yao Min (composition), Yan Kuan & Su Wong (lyrics)', 'The Moon Of A Garden Bridge, Music by Shigeru Tamura']"
31658,tt0347149,Howl's Moving Castle,2004,['Hayao Miyazaki'],"['Chieko Baishô', 'Takuya Kimura', 'Tatsuya Gashûin']","['Animation', 'Adventure', 'Family']",['movie'],['Japanese'],['Japan'],8.2,https://www.imdb.com/title/tt0347149/soundtrack,"['Sekai no Yakusoku, Written by Yumi Kimura']"
31660,tt0348121,Steamboy,2004,"['Shinji Takagi', 'Katsuhiro Ôtomo']","['Anna Paquin', 'Patrick Stewart', 'Alfred Molina']","['Animation', 'Action', 'Adventure']",['movie'],"['Japanese', 'English']",['Japan'],6.8,https://www.imdb.com/title/tt0348121/soundtrack,"['Coronation March, Written by Giacomo Meyerbeer (uncredited)']"
31685,tt0386588,Hitch,2005,['Andy Tennant'],"['Will Smith', 'Eva Mendes', 'Kevin James']","['Comedy', 'Romance']",['movie'],['English'],['United States'],6.6,https://www.imdb.com/title/tt0386588/soundtrack,"['(What a) Wonderful World, Written by Sam Cooke, Herb Alpert and Lou Adler\', \'You Can Get It If You Really Want, Written and Performed by Jimmy Cliff\', \'It\'s Easy to Fall in Love (With a Guy Like You), Written by Frank Wilson\', \'Love Train, Written by Kenny Gamble and Leon Huff\', \'Turn Me On (Low Tide Remix), Written by Arnold Hennings, DaRon Jones (as Daron Jones), Michael Marcel Keith (as Michael Keith), Quinnes Dammond Parker (as Quinnes Parker), Slim (as Marvin Scandrick), Courtney Sills, Kevin Lyttle and Raeon Primus\', \'She Drives Me Crazy, Written by David Steele and Roland Gift\', \'JL is My Main Man - Now Give Me Back My Pen, Written by Alan Elliott\', \'Emergency, Written by John Powell (as John James Powell)\', \'Five Fathoms, Written by Ben Watt\', \'Don\'t You Worry \'bout a Thing, Written by Stevie Wonder\', \'Amado Mio, Written by Doris Fisher and Allan Roberts\', \'Closer, Performed by Goapele (as Goapele)\', \'Ooh Wee, Written by Bobby Hebb\', \'She Wants to Move (Mac & Toolz Remix), Written by Chad Hugo & Pharrell Williams\', \'Yeah!, Written by Lil Jon (as Jonathan Smith), Sean Garrett, Patrick J. Que Smith,\', \'Happy, Written by Toby Gad (as Tobias Gad) and Meleni Smith\', \'Reasons, Written by Maurice White, Philip Bailey and Charles Stepney\', \'Never Gonna Let You Go (She\'s a Keepa), Written by Robert \'Kool\' Bell (as Robert Bell), Ronald Bell, George \'Funky\' Brown (as George Brown), Joel Campbell, Allen Gordon (as Allen ""Allstar"" Gordon), J.J. Jennings, Charles Ray Mack (as Charles Mack), Robert \'Spike\' Mickens (as Robert Mickens), Big Boi (as Antwan Patton), Claydes Smith and Ricky Westfield\', \'This Is How I Feel, Written by Sleepy Brown (as Pat Brown), Ray Murray, Rico Wade and Marqueze Etheridge\', \'I Can\'t Get Next to You, Written by Norman Whitfield (as Norman J. Whitfield) and Barrett Strong\', \'Carmen Cubana, Written by Georges Bizet\', \'Now That We Found Love, Written by Kenny Gamble, Leon Huff and Heavy D (as Dwight Myers)\', \'1 Thing, Written by Rich Harrison (as Rich Harrison), Amerie (as Amerie Rogers) and Stanley Walden']"
31692,tt0327210,Uncle Nino,2003,['Robert Shallcross'],"['Joe Mantegna', 'Anne Archer', 'Pierrino Mascarino']","['Comedy', 'Drama', 'Family']",['movie'],"['Spanish', 'English']",['United States'],6.5,https://www.imdb.com/title/tt0327210/soundtrack,"['What I Want, Words and Music by Larry Pecorella / Pete Schmidt', 'Orange, Written and Performed by Horsecop']"
31694,tt0361411,Bride & Prejudice,2004,['Gurinder Chadha'],"['Martin Henderson', 'Aishwarya Rai Bachchan', 'Nadira Babbar']","['Comedy', 'Drama', 'Musical']",['movie'],"['English', 'Hindi', 'Punjabi', 'Spanish']","['United Kingdom', 'United States', 'India', 'France']",6.2,https://www.imdb.com/title/tt0361411/soundtrack,"['Deh Shiva Bar Mohe, Courtesy of Saregama India Ltd.', 'Punjabi Wedding Song, Composed by Anu Malik', 'A Marriage Has Come to Town, Composed by Anu Malik', 'My Lips Are Waiting (a.k.a. Goa Groove), Composed by Anu Malik', 'Superstylin', Composed by Tom Findlay / Michael Daniels / Paul Graeme / Andrew Cato (as Andy Cato) / Jonathan White / Keeling Myers Lee', 'Dola Dola, Composed by Anu Malik', 'Take Me to Love (part one), Composed by Anu Malik', 'No Life without Wife, Composed by Anu Malik', 'El Tilingo Lingo, Composed by Lino Carrillo', 'Nagin, Composed by Anu Malik', 'Take Me to Love (part two), Composed by Anu Malik', 'Ride wit Me, Composed by Jason Epperson / Cornell Haynes / William Randall Debarge / Eldra Debarge / Jordan Etterlane / City Spud (as Lavell Webb)', 'Touch My Body, Written by Irving Lorenzo, Jimmy Kendrix and Ashanti Douglas', 'My Lips Are Waiting (reprise), Composed by Anu Malik']"
31696,tt0360486,Constantine,2005,['Francis Lawrence'],"['Keanu Reeves', 'Rachel Weisz', 'Djimon Hounsou']","['Action', 'Fantasy', 'Horror']",['movie'],"['English', 'Filipino', 'Tagalog']","['United States', 'Germany']",7.0,https://www.imdb.com/title/tt0360486/soundtrack,"['Los Recuerdos del Troquero, Written by Salome Gutierrez, Renteria', 'Take Five, Written by Paul Desmond', 'Passive, Written by Danny Lohner, Maynard James Keenan, Trent Reznor and Billy Howerdel']"
31698,tt0362165,Son of the Mask,2005,['Lawrence Guterman'],"['Jamie Kennedy', 'Traylor Howard', 'Alan Cumming']","['Comedy', 'Family', 'Fantasy']",['movie'],['English'],"['United States', 'Germany']",2.3,https://www.imdb.com/title/tt0362165/soundtrack,"['There's Gotta Be A Betta Way, Written by Sven Spieker and Bob Stein', 'Tim's Gameboy, Written and Performed by Andrew Silver', 'Baby Face, Written by Harry Akst and Benny Davis', 'Cuban Pete, Written by José Norman', 'Woody Woodpecker, Written by Darrell Calker', 'Can't Take My Eyes Off You, Written by Bob Gaudio and Bob Crewe', 'Le Freak, Written by Bernard Edwards and Nile Rodgers', 'Thank The Lord For The Night Time, Written by Neil Diamond', 'Please Don't Talk About Me When I'm Gone, Written by Sam H. Stept (as Sammy H. Stept), Bee Palmer and Sidney Clare', 'William Tell Overture, Written by Gioachino Rossini', 'What A Wonderful World, Written by George David Weiss and Bob Thiele', 'The Twist, Written by Hank Ballard', 'We Are All A Family, Written by Sven Spieker and Bob Stein', 'Puppy Love, Written by Paul Anka', 'Inside Your Mind, Written by Ryan Cabrera and Greg Wells', 'If My Friends Could See Me Now, Written by Cy Coleman and Dorothy Fields', 'Hello Ma Baby, Written by Joseph E. Howard (as Joe E. Howard) and Ida Emerson', 'Stubborn Performer, Written by Milt Franklyn (as Milton J. Franklyn)', 'The Thieving Magpie Overture, Composed by Gioachino Rossini', 'Blue Danube Waltz, Composed by Johann Strauss (as Johann Strauß, Jr.)', 'Flintstones (Cues), Written by Joseph Barbera (as Joseph R. Barbera), William Hanna and Hoyt Curtin (as Hoyt S. Curtin)', 'Amazing Discovery, Written by Milt Franklyn (as Milton J. Franklyn)', 'The Michigan Rag, Written by Michael Maltese', 'Invincible Power, Written by Hayato Matsuo', ''Transformers', For This Week Is..., Written by Hayato Matsuo', 'Sing For Betty, Written by Andrew Silver']"
31700,tt0317132,Because of Winn-Dixie,2005,['Wayne Wang'],"['AnnaSophia Robb', 'Jeff Daniels', 'Eva Marie Saint']","['Comedy', 'Drama', 'Family']",['movie'],['English'],['United States'],6.4,https://www.imdb.com/title/tt0317132/soundtrack,"['Opal\'s Blues, Performed and Produced by The Be Good Tanyas\', \'Won\'t Give In, Written by Neil Finn and Tim Finn\', \'Splish Splash, Written by Bobby Darin and Murray the \'K\' (as Jean Murray)\', \'Sunflower, Written by Alice Peacock and John Baxter\', \'The Clapping Song, Written by Lincoln Chase, Kay Werner-Kent and Sue Werner-McCarthy\', \'String Quartet #17, (""Hunt"")\', \'Pet Store Humming, Written by Dave Matthews (as David J. Matthews)\', \'Amazing Grace, Written by John Newton\', \'Butterfly, Written by Dave Matthews (as David J. Matthews)\', \'Sunrise, Written by Norah Jones and Lee Alexander\', \'I\'ve Gotta See You Smile, Written by Leigh Nash, John Keller and Danny Wilde\', \'Cabaret, Written by Emmylou Harris and Jill Cunniff\', \'Glory Glory, Traditional\', \'Glory Glory, Traditional\', \'Someday Somehow (Have It All), Written by Candice Beu, Christie Beu, Danielle Beu, Jilaine Beu, Darin Burns, Daniel Luttrell and Bill Chapin\', \'Fly, Written by Joe Henry']"
31804,tt0403358,Night Watch,2004,['Timur Bekmambetov'],"['Konstantin Khabenskiy', 'Vladimir Menshov', 'Mariya Poroshina']","['Action', 'Fantasy', 'Horror']",['movie'],"['Russian', 'German']",['Russia'],6.4,https://www.imdb.com/title/tt0403358/soundtrack,"['Na teplokhode muzyka igrayet, (""Music is Playing on the Motor Ship"")\', \'Idi, ya budu, Written by Ilya Lagutenko, performed by Ilya Lagutenko\', \'Moskovskiye okna, (""The Windows of Moscow"")\', \'Nochnoy dozor (Finalnyy rep), (""Night Watch (The Final Rap)"")\', \'Vsyo budet khorosho, (""Everything Will Be OK"")\', \'A ya vsyo letala, (""And I Kept Flying"")\', \'Zlost, (""Rage"")\', \'Imperiya, (""An Empire"")\', \'Ispaniya, (""Spain"")\', \'Boy, (""The Battle"")\', \'Osheynik, (""A Dog Collar"")\', \'Lestnitsa, (""The Ladder"")\', \'Dzhek, (""Jack"")\', \'Vybor, (""The Choice"")\', \'Yuzhnaya noch (Devochki-Malchiki tantsuyut), (""A Southern Night (The Girls and Boys Are Dancing)"")\', \'Shatter, Written by Grant Nicholas\', \'Fearless, Written by Sam Endicott\', \'Ottsveli khrizantemy, (uncredited)\', \'Spartak Ballet, (aka ""Spartacus"")']"
31867,tt0331933,Man of the House,2005,['Stephen Herek'],"['Tommy Lee Jones', 'Christina Milian', 'Kelli Garner']","['Comedy', 'Crime']",['movie'],['English'],['United States'],5.4,https://www.imdb.com/title/tt0331933/soundtrack,"['La Grange, Written by Billy Gibbons, Dusty Hill and Frank Beard\', \'Hey Ho, Written by Alan Elliott\', \'Michael Row Your Boat Ashore, Traditional\', \'Get Aboard/God Be with You, Written by Fred Martin\', \'U Can\'t Touch This, Written by Rick James, M.C. Hammer and Alonzo Miller\', \'Hustle On Up for Jesus, Written and Performed by Tree Adams & Niki J. Crawford\', \'I Fought the Law, Written by Sonny Curtis\', \'Eyes of Texas, Written by John Lang Sinclair\', \'Country Girl, Written by William J. Green, Patrick (Ricky Roo) McLaughlin, Juan C. Salinas, Jr. and Oscar E. Salinas\', \'Bad Moon Rising, Written by John Fogerty (as John C. Fogerty)\', \'Dickweed, Written and Performed by Tree Adams\', \'Tequila, Written by Danny Flores\', \'Get Ready for This, Written by Phil Wilde (as Filip De Wilde), Jean-Paul DeCoster (as Jean-Paul Henriette De Coster) and Simon Harris\', \'Go Horns Go, Written by Rick Dunbar\', \'Wabash Cannonball, Traditional, attributed to J.A. Roff (uncredited)\', \'Texas Fight, Written by Colonel Walter S. Hunnicutt, James E. King and Burnett ""Blondie"" Pharr\', \'Blue Eyes Crying in the Rain, Written by Fred Rose\', \'Hey Ladies, Written by Robert Young, James Guss, Ben Lakey and Tianna Arnold\', \'Any Other Girl, Written by Morten Helgesen, Lars Iversen, Peter Iversen and Stine Jacobsen\', \'Walkie Talkie Man, Written by Jared Wrennall, Tyson Kennedy, Jacob Adams, Tim Youngson and Brad Carter\', \'Dancing Queen, Written by Benny Andersson, Björn Ulvaeus and Stig Anderson\', \'Love and Happiness, Written by Al Green and Teenie Hodges\', \'Gonna Make You Sweat, Written by Robert Clivillés and Freedom Williams (as Frederick Williams)\', \'Colt .44, Written, Produced and Performed by Tree Adams\', \'This Is How I Feel, Written and Performed by Finley Quaye\', \'Who Invited You, Written by Maya Ford, Allison Robertson, Brett Anderson and Torry Castellano (as Torrance Castellano)\', \'Old Five and Dimers Like Me, Written by Billy Joe Shaver\', \'I\'m Too Sexy, Written by Fred Fairbrass, Richard Fairbrass and Rob Manzoli (as Robert Manzoli)\', \'Funny How Time Slips Away, Written and Performed by Willie Nelson\', \'Jarabe Tapatío, Traditional\', \'Caught in the Wedding, Written and Produced by Alan Elliott']"
31878,tt0373074,Kung Fu Hustle,2004,['Stephen Chow'],"['Stephen Chow', 'Wah Yuen', 'Qiu Yuen']","['Action', 'Comedy', 'Fantasy']",['movie'],"['Cantonese', 'Mandarin']","['Hong Kong', 'China', 'United States']",7.7,https://www.imdb.com/title/tt0373074/soundtrack,"['Zhi Yao Wei Ni Huo Yi Tian, Composed by Liu Jie Chang', 'Fishermen's Song of the East China Sea, Composed by Ma Sheng Long / Gu Guan Ren', 'Don't Forget Tonight, Composed & Lyrics by Chen Ge Xin', 'Zhi Yao Wei Ni Huo Yi Tian, Composed by Liu Jie Chang', 'My Dream Lover, Composed & Lyrics by Chen Ge Xin', 'Sabre Dance, Composed by Aram Khachaturyan', 'Chuang Jiang Ling, Composed by Yu Hui Yong / Hu Deng Tiao', 'Ying Xiong Men Zhan Sheng Le Da Du He, Composed by Luo Zong Xian', 'Xiao Dao Hui Zu Qu, Composed by Shang Yi', 'Ambush from All Sides, [played during the fight with the 2 blind musicians]', 'Ba Wang Xie Jia, [played during the fight with the 2 blind musicians]']"
31903,tt0288330,Zelary,2003,['Ondrej Trojan'],"['Anna Geislerová', 'György Cserhalmi', 'Ivan Trojan']","['Drama', 'Romance', 'War']",['movie'],"['Czech', 'Russian', 'German']","['Czech Republic', 'Slovakia', 'Austria']",7.5,https://www.imdb.com/title/tt0288330/soundtrack,"['The Moon, Lyrics and Music by Petr Ostrouchov', 'Zakázané ovoce, Lyrics by George Voskovec and Jan Werich']"
31909,tt0104139,Dr. Giggles,1992,['Manny Coto'],"['Larry Drake', 'Holly Marie Combs', 'Cliff De Young']","['Comedy', 'Drama', 'Horror']",['movie'],['English'],"['United States', 'Japan']",5.3,https://www.imdb.com/title/tt0104139/soundtrack,"['I Could Be Anything, Lyrics by Rob Hotchkiss', 'Busted, Written by Jon Byrd and Neil Carswell (as Lloyd Neil Carswell)', 'Stateside, Written by David Bowie and Hunt Sales', 'The Party's Over, Written by Betty Comden and Adolph Green', 'Real Today, Written by Nick Fowler', 'No One Believes Me, Written by Paul Acerno and Michael Clouse', 'O Father, Written by James Christian, Gregg Giuffria, Mark Baker and Bob Marlett', 'Bad Case Of Lovin' You, Written by Moon Martin', 'Back To Blue, Written by Mark Templin and David Coutts', 'Locust Mind, Written by Jonathan Sidel, John Loggia and Scott Riley', 'Under Control, Written by Gary Limuti', 'Little Bit Of Pain, Written by Adrian Jeffries', 'Sixth And Nowhere, Written by Adrian Jeffries']"
31952,tt0373981,Control,2003,['Nimród Antal'],"['Sándor Csányi', 'Eszter Balla', 'Zoltán Mucsi']","['Comedy', 'Crime', 'Drama']",['movie'],['Hungarian'],['Hungary'],7.6,https://www.imdb.com/title/tt0373981/soundtrack,"['Metro, written by Mátyás Milkovics & Márk Moldvai', 'Awakening (Ébredés), written by Mátyás Milkovics & Márk Moldvai', 'Manhunt (Üldözés), written by Mátyás Milkovics & Márk Moldvai', 'THC, written by Mátyás Milkovics & Márk Moldvai', 'Interlude (Közjáték), written by Mátyás Milkovics & Márk Moldvai', 'Kontroll, written by Mátyás Milkovics & Márk Moldvai', 'A Familiar Face (Régi Ismeros), written by Mátyás Milkovics & Márk Moldvai', 'Platform (Peron), written by Mátyás Milkovics & Márk Moldvai', 'Railrun (Sínfutás), written by Mátyás Milkovics & Márk Moldvai', 'Wanderson (Barangolás), written by Mátyás Milkovics & Márk Moldvai', 'Love Theme (Szerelem Téma), written by Mátyás Milkovics & Márk Moldvai', 'It's Over Now (Gyalogkakukk), written by Mátyás Milkovics & Márk Moldvai', 'Guardian Angel (Orangyal), written by Mátyás Milkovics & Márk Moldvai', 'Nutman, written by Mátyás Milkovics & Márk Moldvai']"
32009,tt0422093,Diary of a Mad Black Woman,2005,['Darren Grant'],"['Kimberly Elise', 'Steve Harris', 'Tyler Perry']","['Comedy', 'Drama', 'Romance']",['movie'],['English'],['United States'],5.7,https://www.imdb.com/title/tt0422093/soundtrack,"['I Wanna Swing, Performed by Cheryl Pepsii Riley (as Cheryl Pepsi Riley)', 'Growl, Performed by Camara Kambon', 'Ain't Gonna Hurt Nobody, Performed by Brick', 'It's a Love Thing, Performed by The Whispers', 'No Parking (On the Dance Floor), Performed by Midnight Star', 'Lady, Performed by The Whispers', 'Dazz, Performed by Brick', 'Stupid, Performed by Toni Braxton', 'Ask the Savior, Performed by Terry Phillips', 'Take It to Jesus, Performed by Tamela J. Mann (as Tamela Mann)', 'I Wanna Love Again, Performed by Chandra Currelley-Young', 'One of Us, Performed by Cheryl Pepsii Riley (as Cheryl Pepsi Riley)', 'Assasination, Performed by Camara Kambon', 'Maria's Lullaby, Performed by Harolyn Blackwell and William Hicks', 'Ain't It Funny, Performed by Heather Headley and Cheryl Pepsii Riley (as Cheryl Pepsi Riley)', 'Father Can You Hear Me, Performed by Tiffany Evans / Terrell Carter (as Terrel Carter) / Cheryl Pepsii Riley (as Cheryl Pepsi Riley) / Tamela J. Mann (as Tamela Mann)', 'I Wanna Be Free, Performed by Patti LaBelle']"
32011,tt0257516,Cursed,2005,['Wes Craven'],"['Christina Ricci', 'Jesse Eisenberg', 'Portia de Rossi']","['Comedy', 'Horror']",['movie'],['English'],"['Germany', 'United States']",5.0,https://www.imdb.com/title/tt0257516/soundtrack,"['Lil\' Red Riding Hood, Written by Ronald Blackwell\', \'Sick, Written by Jon Santos and Santo Castellano\', \'You\'ll Never Catch Me, Written by Steve Harwell, Robbie Nevil and Matthew Gerrard\', \'Still Need Your Love, Written by Andrew James Holt & Philip Edward Burns\', \'Freaks Come Out At Night, (Carmen Rizzo / Jed Smith ""Sunrise Remix"")\', \'Fine Without You, (Carmen Rizzo / Jed Smith Indian Summer Remix)\', \'This Is a Forgery, Written by Christopher Carrabba\', \'Are You Ready, Written by Three Days Grace\', \'Stadium Parking Lot, Written by Trevor Gray, Howard Gray, Ian Hoxley, Noko and Paul Colbourne\', \'Spirits, Written by Saffron (as Samantha Sprackling) and Tom Holkenborg\', \'Bound Too Long, (Hyper Re-Mix)\', \'On the Edge of the World, Written & Produced by Vic Levak\', \'If You Don\'t Jump (You Are English), Written by Gusgus and Purrkur Pillnikk\', \'Better Now, (Cursed Mix)\', \'Let Me Out, Written by Marco Beltrami, Buck Sanders and Dillon Dixon\', \'After All, Performed by Delerium Featuring Jaël Of Lunik\', \'Cursed Suite, Performed by Seattle Symphony Orchestra\', \'Silent Engagement, Performed by Q South']"
